circuit_id,pair_id,regime_id,regime_label,selected_backend,feature_set,kernel_name,feature_map_label,logical_qubits,expected_active_qubits,primitive,shots_planned,kernel_i,kernel_j,pair_type,measurement_policy,circuit_family,circuit_serialization_status,circuit_artifact_path,circuit_sha256,runtime_options_policy,submission_job_id,session_id,notes
zz4_H0_zz4_pair_0000,zz4_pair_0000,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,0,0,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0154,zz4_pair_0154,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0155,zz4_pair_0155,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0156,zz4_pair_0156,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0157,zz4_pair_0157,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0158,zz4_pair_0158,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0159,zz4_pair_0159,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0160,zz4_pair_0160,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0161,zz4_pair_0161,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0162,zz4_pair_0162,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0163,zz4_pair_0163,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,7,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0164,zz4_pair_0164,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,8,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0165,zz4_pair_0165,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,9,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0166,zz4_pair_0166,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,10,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0167,zz4_pair_0167,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0168,zz4_pair_0168,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0169,zz4_pair_0169,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0170,zz4_pair_0170,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0171,zz4_pair_0171,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0172,zz4_pair_0172,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0173,zz4_pair_0173,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0174,zz4_pair_0174,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0175,zz4_pair_0175,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0176,zz4_pair_0176,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0177,zz4_pair_0177,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0178,zz4_pair_0178,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0179,zz4_pair_0179,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,8,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0180,zz4_pair_0180,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,9,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0181,zz4_pair_0181,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,10,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0182,zz4_pair_0182,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0183,zz4_pair_0183,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0184,zz4_pair_0184,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0185,zz4_pair_0185,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0186,zz4_pair_0186,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0187,zz4_pair_0187,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0188,zz4_pair_0188,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0189,zz4_pair_0189,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0190,zz4_pair_0190,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0191,zz4_pair_0191,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0192,zz4_pair_0192,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0193,zz4_pair_0193,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0194,zz4_pair_0194,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,9,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0195,zz4_pair_0195,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,10,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0196,zz4_pair_0196,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,11,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0197,zz4_pair_0197,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0198,zz4_pair_0198,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0199,zz4_pair_0199,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0200,zz4_pair_0200,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0201,zz4_pair_0201,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0202,zz4_pair_0202,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,17,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0203,zz4_pair_0203,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,18,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0204,zz4_pair_0204,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,19,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0205,zz4_pair_0205,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,20,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0206,zz4_pair_0206,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,21,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0207,zz4_pair_0207,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,22,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0208,zz4_pair_0208,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,10,23,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0209,zz4_pair_0209,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,11,diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0210,zz4_pair_0210,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,12,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0211,zz4_pair_0211,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,13,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0212,zz4_pair_0212,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,14,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0213,zz4_pair_0213,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,15,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
zz4_H0_zz4_pair_0214,zz4_pair_0214,H0,sampler_unmitigated_baseline,ibm_fez,F_quantum_4,zz4,ZZ4,4,4,Sampler,4096,11,16,off_diagonal,all_qubits_all_zero_probability_for_compute_uncompute_fidelity,ZZ4_compute_uncompute_kernel_pair_circuit,inventory_only_not_submitted,,,No mitigation beyond default primitive behavior; record all default options.,,,Populate circuit_artifact_path/circuit_sha256/job_id after actual circuit build/submission.
